Year,Make,Model,Price,Color
2013,Ford ,Ford Focus,23669,Brown
2013,Nissan ,Nissan Qashqai,22103,Black
2013,Volkswagen ,Volkswagen Passat,22011,Blue
2013,Volkswagen ,Volkswagen Tiguan,20538,Yellow
2013,Volvo ,Volvo V60,20353,Purple
2013,Audi ,Audi A3,18604,Orange
2013,Mitsubishi ,Mitsubishi Outlander,16301,Yellow
2013,Toyota ,Toyota Avensis,16209,Brown
2013,Audi ,Audi A4,15656,Green
2013,Mercedes-Benz ,Mercedes-Benz A-klasse,11144,Green
2013,BMW ,BMW 3-serie,10499,Green
2013,Volkswagen ,Volkswagen Golf,61338,Purple
2013,Toyota ,Toyota Auris,48352,Red
2013,Skoda ,Skoda Octavia,48260,Green
2013,Nissan ,Nissan Leaf,47154,Black
2013,Toyota ,Toyota Yaris,35274,Red
2013,Volvo ,Volvo V70,28182,Yellow
2013,Volvo ,Volvo V40,23945,Gray
2013,Toyota ,Toyota Rav4,23853,White
2013,Mazda ,Mazda CX-5,23024,Brown
2013,Volkswagen ,Volkswagen Passat,22380,Purple
2013,Volvo ,Volvo V60,20261,Green
2013,Ford ,Ford Focus,18696,Gray
2013,Volkswagen ,Volkswagen Tiguan,16670,White
2013,Mercedes-Benz ,Mercedes-Benz A-klasse,13907,Purple
2013,Audi ,Audi A3,13538,Gray
2013,Mitsubishi ,Mitsubishi Outlander,13354,Brown
2013,BMW ,BMW 3-serie,12986,Gray
2013,Nissan ,Nissan Qashqai,12065,Blue
2013,Audi ,Audi A4,11236,Green
2013,Toyota ,Toyota Avensis,9394,Blue
2013,Tesla ,Tesla Model S,50931,Black
2013,Volvo ,Volvo V40,49917,Orange
2013,Volvo ,Volvo V70,49917,Yellow
2013,Skoda ,Skoda Octavia,46970,Yellow
2013,Volkswagen ,Volkswagen Golf,42457,Pink
2013,Volvo ,Volvo V60,38313,Purple
2013,Volkswagen ,Volkswagen up!,33892,Green
2013,Volvo ,Volvo XC60,32234,Blue
2013,Nissan ,Nissan Leaf,31037,White
2013,Toyota ,Toyota Auris,28642,Black
2013,Mercedes-Benz ,Mercedes-Benz A-klasse,19801,White
2013,Toyota ,Toyota Yaris,19432,Blue
2013,Suzuki ,Suzuki SX4,19432,Green
2013,Volkswagen ,Volkswagen Tiguan,18604,Yellow
2013,Mazda ,Mazda CX-5,17222,Green
2013,Toyota ,Toyota RAV4,17038,Red
2013,Ford ,Ford Focus,16485,Pink
2013,Volkswagen ,Volkswagen Passat,16485,Orange
2013,Honda ,Honda CR-V,16393,Yellow
2013,Ford ,Ford Kuga,16025,Brown
2013,Audi ,Audi A3,15656,Gray
2013,Opel ,Opel Mokka,14275,Purple
2013,Mitsubishi ,Mitsubishi ASX,14275,Red
2013,Kia ,Kia Sportage,14183,Blue
2013,Mitsubishi ,Mitsubishi Outlander,13814,Purple
2013,Subaru ,Subaru Forester,12341,Black
2013,Volkswagen ,Volkswagen Polo,12157,Orange
2013,Ford ,Ford Mondeo,10775,Red
2013,Ford ,Ford Fiesta,10223,Blue
2013,Mercedes-Benz ,Mercedes-Benz E-klasse,9762,Gray
2013,Audi ,Audi A4,9486,Pink
2013,Ford ,Ford S-Max,9302,Pink
2013,BMW ,BMW 3-serie,8933,Purple
2013,Nissan ,Nissan Qashqai,8841,Green
2013,Mercedes-Benz ,Mercedes-Benz B-klasse,7920,Red
2013,BMW ,BMW X3,7644,Brown
2013,BMW ,BMW 1-serie,7644,Yellow
2013,Opel ,Opel Insignia,7183,White
2013,Peugeot ,Peugeot 2008,6631,Black
2013,Hyundai ,Hyundai ix35,6446,Red
2013,BMW ,BMW X1,5986,White
2013,Skoda ,Skoda Yeti,5986,Blue
2013,Skoda ,Skoda Superb,5894,Blue
2013,Mercedes-Benz ,Mercedes-Benz GLK,5894,Brown
2013,Mercedes-Benz ,Mercedes-Benz C-klasse,5802,Purple
2013,Skoda ,Skoda Rapid,5802,Gray
2013,Mercedes-Benz ,Mercedes-Benz CLA,5618,Brown
2013,Kia ,Kia cee'd,5433,Blue
2013,Audi ,Audi Q3,5433,White
2013,Toyota ,Toyota Avensis,5341,Black
2014,Nissan ,Nissan Leaf,59864,Black
2014,Toyota ,Toyota Auris,51852,Yellow
2014,Volkswagen ,Volkswagen Golf,42826,Black
2014,Mazda ,Mazda CX-5,37392,Pink
2014,Skoda ,Skoda Octavia,34813,Yellow
2014,Toyota ,Toyota Yaris,32326,Yellow
2014,Suzuki ,Suzuki SX4,28919,Orange
2014,Toyota ,Toyota Rav4,25972,Gray
2014,BMW ,BMW 3-serie,21643,Orange
2014,Volkswagen ,Volkswagen Tiguan,21274,Green
2014,Volkswagen ,Volkswagen up!,20077,Pink
2014,Volkswagen ,Volkswagen Passat,19064,Brown
2014,BMW ,BMW X3,17130,Pink
2014,Peugeot ,Peugeot 2008,16854,Orange
2014,Mitsubishi ,Mitsubishi Outlander,16025,Pink
2014,Volvo ,Volvo XC60,16025,Pink
2014,Volvo ,Volvo V70,15288,Orange
2014,Peugeot ,Peugeot 308,14735,Brown
2014,Ford ,Ford Kuga,13999,Purple
2014,Audi ,Audi A3,13907,Yellow
2014,Volkswagen ,Volkswagen Golf,44944,Pink
2014,Nissan ,Nissan Leaf,44576,Black
2014,Toyota ,Toyota Auris,41721,Blue
2014,Tesla ,Tesla Model S,39694,Pink
2014,Toyota ,Toyota Rav4,31498,Yellow
2014,Toyota ,Toyota Yaris,28919,White
2014,Skoda ,Skoda Octavia,28366,Yellow
2014,Nissan ,Nissan Qashqai,26893,Blue
2014,Volkswagen ,Volkswagen up!,24406,Black
2014,Mitsubishi ,Mitsubishi Outlander,21919,Brown
2014,Mazda ,Mazda CX-5,19709,Black
2014,Volkswagen ,Volkswagen Passat,19432,Red
2014,Suzuki ,Suzuki SX4,19248,Purple
2014,Volvo ,Volvo V40,19248,White
2014,Volkswagen ,Volkswagen Tiguan,17867,Black
2014,Volvo ,Volvo V70,17867,Red
2014,Peugeot ,Peugeot 2008,16946,Green
2014,BMW ,BMW 3-serie,16762,Gray
2014,Volvo ,Volvo XC60,15012,Purple
2014,BMW ,BMW X3,13538,Purple
2014,Tesla ,Tesla Model S,137504,Gray
2014,Volkswagen ,Volkswagen Golf,57470,Pink
2014,Toyota ,Toyota Auris,43470,Gray
2014,Volkswagen ,Volkswagen up!,40892,Red
2014,Nissan ,Nissan Leaf,39142,Green
2014,Nissan ,Nissan Qashqai,37116,Gray
2014,Mazda ,Mazda CX-5,35826,Brown
2014,Toyota ,Toyota Rav4,33984,Orange
2014,Mitsubishi ,Mitsubishi Outlander,31405,Black
2014,BMW ,BMW i3,30945,Gray
2014,Toyota ,Toyota Yaris,27998,Brown
2014,Skoda ,Skoda Octavia,27721,Black
2014,Volvo ,Volvo V40,24590,Yellow
2014,Volvo ,Volvo V70,21459,Green
2014,Volvo ,Volvo XC60,20538,Yellow
2014,BMW ,BMW 3-serie,20261,Brown
2014,Audi ,Audi A3,18511,Yellow
2014,Volkswagen ,Volkswagen Tiguan,17775,Black
2014,Volkswagen ,Volkswagen Passat,17498,Orange
2014,Suzuki ,Suzuki SX4,15472,Orange
2014,Volkswagen ,Volkswagen Golf,70548,Gray
2014,Nissan ,Nissan Leaf,41536,Yellow
2014,Toyota ,Toyota Auris,38497,Brown
2014,Skoda ,Skoda Octavia,36655,Yellow
2014,Volkswagen ,Volkswagen up!,32050,White
2014,Nissan ,Nissan Qashqai,30761,Gray
2014,Mitsubishi ,Mitsubishi Outlander,28642,Red
2014,Volkswagen ,Volkswagen Passat,26708,Pink
2014,Volkswagen ,Volkswagen Tiguan,25603,Yellow
2014,Toyota ,Toyota Rav4,25235,Purple
2014,Toyota ,Toyota Yaris,24682,Orange
2014,Ford ,Ford Focus,24498,Brown
2014,Volvo ,Volvo V40,23761,Gray
2014,Audi ,Audi A3,22103,Orange
2014,BMW ,BMW i3,21735,Green
2014,Mazda ,Mazda CX-5,21090,Gray
2014,Volvo ,Volvo V70,20261,Green
2014,BMW ,BMW 3-serie,19893,Blue
2014,Tesla ,Tesla Model S,15749,Orange
2014,Suzuki ,Suzuki SX4,15196,Red
2014,Volkswagen ,Volkswagen Golf,52036,Yellow
2014,Volkswagen ,Volkswagen up!,42826,White
2014,Skoda ,Skoda Octavia,37944,Gray
2014,Toyota ,Toyota Auris,37576,Black
2014,Toyota ,Toyota Yaris,34813,Black
2014,Tesla ,Tesla Model S,34168,Yellow
2014,Mazda ,Mazda CX-5,33708,Brown
2014,Nissan ,Nissan Qashqai,32971,White
2014,Toyota ,Toyota Rav4,32050,Red
2014,Nissan ,Nissan Leaf,31498,Red
2014,Volvo ,Volvo V40,30116,Green
2014,Mitsubishi ,Mitsubishi Outlander,22840,White
2014,Audi ,Audi A3,20169,Green
2014,Volkswagen ,Volkswagen Passat,18972,Pink
2014,Volvo ,Volvo V70,17683,Orange
2014,Volkswagen ,Volkswagen Tiguan,17314,Green
2014,BMW ,BMW 3-serie,15196,Orange
2014,Suzuki ,Suzuki SX4,15012,Black
2014,Ford ,Ford Focus,14643,Blue
2014,BMW ,BMW i3,12065,Red
2014,Volkswagen ,Volkswagen Golf,66587,Purple
2014,Tesla ,Tesla Model S,49365,Yellow
2014,Toyota ,Toyota Auris,36747,Red
2014,Skoda ,Skoda Octavia,35089,Yellow
2014,Toyota ,Toyota Yaris,30484,Green
2014,Nissan ,Nissan Leaf,28827,Yellow
2014,Toyota ,Toyota Rav4,28366,Orange
2014,Mazda ,Mazda CX-5,26064,Purple
2014,Volvo ,Volvo V40,25327,Black
2014,Volkswagen ,Volkswagen up!,23116,Gray
2014,Ford ,Ford Focus,22011,Black
2014,Mitsubishi ,Mitsubishi Outlander,19432,Pink
2014,Nissan ,Nissan Qashqai,19156,Orange
2014,Audi ,Audi A3,18051,Yellow
2014,Volkswagen ,Volkswagen Passat,17959,Blue
2014,Volvo ,Volvo V70,17775,Black
2014,BMW ,BMW i3,13446,Red
2014,Volkswagen ,Volkswagen Tiguan,12709,White
2014,Suzuki ,Suzuki SX4,12433,Green
2014,BMW ,BMW 3-serie,11328,Red
2014,Volkswagen ,Volkswagen Golf,104625,Green
2014,Toyota ,Toyota Auris,41997,Gray
2014,Volkswagen ,Volkswagen up!,31129,Brown
2014,Skoda ,Skoda Octavia,30945,Black
2014,Mazda ,Mazda CX-5,29748,Blue
2014,Toyota ,Toyota Rav4,29379,Pink
2014,Nissan ,Nissan Leaf,28827,Gray
2014,Volvo ,Volvo V40,27998,Purple
2014,Toyota ,Toyota Yaris,26616,Blue
2014,Nissan ,Nissan Qashqai,23853,White
2014,Volvo ,Volvo V70,23209,Yellow
2014,Audi ,Audi A3,20446,Orange
2014,Volkswagen ,Volkswagen Tiguan,20077,Gray
2014,Mitsubishi ,Mitsubishi Outlander,19985,Orange
2014,Volkswagen ,Volkswagen Passat,17314,Green
2014,Suzuki ,Suzuki SX4,16025,Brown
2014,Ford ,Ford Focus,13814,Black
2014,BMW ,BMW 3-serie,12986,Brown
2014,BMW ,BMW i3,11420,Yellow
2014,Tesla ,Tesla Model S,10499,Pink
2014,Volkswagen ,Volkswagen Golf,99006,Brown
2014,Toyota ,Toyota Auris,42457,Brown
2014,Nissan ,Nissan Leaf,36839,Yellow
2014,Volkswagen ,Volkswagen up!,33524,Black
2014,Mazda ,Mazda CX-5,33155,Orange
2014,Skoda ,Skoda Octavia,32603,Gray
2014,Toyota ,Toyota Rav4,27721,Red
2014,Mitsubishi ,Mitsubishi Outlander,25787,Green
2014,Toyota ,Toyota Yaris,18788,Red
2014,BMW ,BMW i3,18604,Green
2014,Audi ,Audi A3,18419,Pink
2014,Nissan ,Nissan Qashqai,18327,Orange
2014,Volvo ,Volvo V70,18143,Black
2014,Tesla ,Tesla Model S,16854,Brown
2014,Volvo ,Volvo V40,16209,Black
2014,Volkswagen ,Volkswagen Passat,15564,Black
2014,Volkswagen ,Volkswagen Tiguan,15380,Brown
2014,Ford ,Ford Focus,13262,Purple
2014,Suzuki ,Suzuki SX4,13078,Red
2014,BMW ,BMW 3-serie,12801,Purple
2014,Volkswagen ,Volkswagen Golf,86481,Pink
2014,Toyota ,Toyota Auris,49457,Green
2014,Nissan ,Nissan Leaf,33800,Pink
2014,Mazda ,Mazda CX-5,33247,Brown
2014,Mitsubishi ,Mitsubishi Outlander,31866,White
2014,Toyota ,Toyota Yaris,31221,Black
2014,Skoda ,Skoda Octavia,29748,Yellow
2014,Toyota ,Toyota Rav4,27077,Black
2014,Volkswagen ,Volkswagen up!,26616,Green
2014,Volvo ,Volvo V40,25051,White
2014,Volvo ,Volvo V70,24498,Blue
2014,Suzuki ,Suzuki SX4,18051,Pink
2014,Nissan ,Nissan Qashqai,17406,Purple
2014,Ford ,Ford Focus,14828,Green
2014,BMW ,BMW i3,13722,Pink
2014,Audi ,Audi A3,13446,Gray
2014,Volkswagen ,Volkswagen Passat,13170,Red
2014,BMW ,BMW 3-serie,9946,White
2014,Tesla ,Tesla Model S,9578,Red
2014,Volkswagen ,Volkswagen Tiguan,9117,Orange
2014,Volkswagen ,Volkswagen Golf,95599,Green
2014,Skoda ,Skoda Octavia,44484,Green
2014,Toyota ,Toyota Auris,44207,Gray
2014,Toyota ,Toyota Yaris,40523,Blue
2014,Nissan ,Nissan Leaf,34261,Black
2014,Volvo ,Volvo V70,31590,Red
2014,Volvo ,Volvo V40,31037,Yellow
2014,Mazda ,Mazda CX-5,30484,Brown
2014,Volkswagen ,Volkswagen up!,30024,Gray
2014,Nissan ,Nissan Qashqai,27261,Purple
2014,Toyota ,Toyota Rav4,25695,Blue
2014,Peugeot ,Peugeot 308,23945,Purple
2014,Mitsubishi ,Mitsubishi Outlander,21090,Brown
2014,Volkswagen ,Volkswagen Tiguan,20906,Orange
2014,Audi ,Audi A3,20353,Green
2014,Suzuki ,Suzuki SX4,19156,Yellow
2014,Volkswagen ,Volkswagen Passat,15564,White
2014,Ford ,Ford Focus,12801,Brown
2014,BMW ,BMW i3,11972,Brown
2014,Tesla ,Tesla Model S,3315,Black
2014,Volkswagen ,Volkswagen Golf,80126,Pink
2014,Toyota ,Toyota Auris,35089,Green
2014,Mazda ,Mazda CX-5,33892,Blue
2014,Skoda ,Skoda Octavia,33247,Blue
2014,Toyota ,Toyota Yaris,33247,Purple
2014,Nissan ,Nissan Leaf,28642,Black
2014,Toyota ,Toyota Rav4,27077,White
2014,Volvo ,Volvo V40,26432,Purple
2014,Volkswagen ,Volkswagen up!,26064,Pink
2014,Volvo ,Volvo V70,26064,Green
2014,Mitsubishi ,Mitsubishi Outlander,21182,Red
2014,Ford ,Ford Focus,20169,Gray
2014,Volvo ,Volvo XC60,19801,White
2014,Volkswagen ,Volkswagen Tiguan,19525,Yellow
2014,Tesla ,Tesla Model S,18604,Brown
2014,Nissan ,Nissan Qashqai,17590,Black
2014,Volkswagen ,Volkswagen Passat,15380,Green
2014,Audi ,Audi A3,14459,Purple
2014,BMW ,BMW i3,14367,Gray
2014,Suzuki ,Suzuki SX4,13814,Purple
2014,Volkswagen ,Volkswagen Golf,91178,Gray
2014,Volvo ,Volvo V70,51759,Black
2014,Volvo ,Volvo V40,49273,Purple
2014,Volvo ,Volvo XC60,48260,Gray
2014,Skoda ,Skoda Octavia,36102,Pink
2014,Toyota ,Toyota Auris,32879,Pink
2014,Nissan ,Nissan Leaf,32511,Purple
2014,Volkswagen ,Volkswagen Passat,29840,Brown
2014,Toyota ,Toyota Yaris,28735,Gray
2014,Tesla ,Tesla Model S,24590,Gray
2014,Mazda ,Mazda CX-5,19893,White
2014,Volkswagen ,Volkswagen up!,19893,White
2014,Peugeot ,Peugeot 308,18972,Pink
2014,Audi ,Audi A3,18880,Black
2014,Toyota ,Toyota Rav4,18788,Yellow
2014,Volkswagen ,Volkswagen Tiguan,17959,Orange
2014,Ford ,Ford Focus,17498,Black
2014,Mitsubishi ,Mitsubishi Outlander,15012,Green
2014,Nissan ,Nissan Qashqai,13446,Green
2014,Suzuki ,Suzuki SX4,11144,Blue
2015,Volkswagen ,Volkswagen Golf,120926,Pink
2015,Volkswagen ,Volkswagen Golf,110427,Yellow
2015,Toyota ,Toyota Rav4,49273,Brown
2015,Toyota ,Toyota Yaris,30208,Orange
2015,Mitsubishi ,Mitsubishi Outlander,30024,Purple
2015,Nissan ,Nissan Qashqai,29011,Yellow
2015,Toyota ,Toyota Auris,28827,Green
2015,Nissan ,Nissan Leaf,28458,Orange
2015,Skoda ,Skoda Octavia,26616,Brown
2015,Volkswagen ,Volkswagen Passat,23393,Blue
2015,Mazda ,Mazda CX-5,23209,Pink
2015,Hyundai ,Hyundai i20,19985,Pink
2015,Volkswagen ,Volkswagen up!,17867,Pink
2015,Mercedes-Benz ,Mercedes-Benz C-klasse,16393,Black
2015,Suzuki ,Suzuki SX4,15656,White
2015,Ford ,Ford Kuga,13538,Brown
2015,Ford ,Ford Focus,13170,Pink
2015,Ford ,Ford Mondeo,11420,Pink
2015,Audi ,Audi A3,10959,Purple
2015,Volkswagen ,Volkswagen Tiguan,10867,White
2015,Nissan ,Nissan X-Trail,10683,Orange
2015,Toyota ,Toyota Rav4,41444,White
2015,Toyota ,Toyota Auris,33616,Brown
2015,Skoda ,Skoda Octavia,33340,Black
2015,Toyota ,Toyota Yaris,31129,Purple
2015,Tesla ,Tesla Model S,29563,Red
2015,Nissan ,Nissan Qashqai,22748,Gray
2015,Nissan ,Nissan Leaf,22748,Purple
2015,Audi ,Audi A3,19064,Green
2015,Volkswagen ,Volkswagen Passat,18788,Brown
2015,Volkswagen ,Volkswagen up!,17867,Gray
2015,Suzuki ,Suzuki SX4,17038,Brown
2015,Mazda ,Mazda CX-5,16577,Purple
2015,Mercedes-Benz ,Mercedes-Benz C-klasse,15841,Brown
2015,Nissan ,Nissan X-Trail,15012,Brown
2015,Ford ,Ford Mondeo,14920,Purple
2015,Mitsubishi ,Mitsubishi Outlander,14459,Orange
2015,Ford ,Ford Focus,14459,Yellow
2015,Ford ,Ford Kuga,12249,Gray
2015,Hyundai ,Hyundai i20,6999,Blue
2015,Volkswagen ,Volkswagen Golf,130873,Orange
2015,Tesla ,Tesla Model S,104993,Brown
2015,Nissan ,Nissan Leaf,48444,Brown
2015,Toyota ,Toyota Auris,44760,Gray
2015,Skoda ,Skoda Octavia,37852,White
2015,Toyota ,Toyota Rav4,35458,Pink
2015,Toyota ,Toyota Yaris,34905,Gray
2015,Ford ,Ford Mondeo,26156,Red
2015,Audi ,Audi A3,25879,Purple
2015,Nissan ,Nissan Qashqai,25051,Gray
2015,Volvo ,Volvo XC60,22472,Pink
2015,Volvo ,Volvo V70,21367,Orange
2015,Volkswagen ,Volkswagen Passat,21090,Red
2015,Renault ,Renault Zoe,20998,Gray
2015,Volkswagen ,Volkswagen up!,19985,White
2015,Mitsubishi ,Mitsubishi Outlander,18788,Black
2015,Suzuki ,Suzuki SX4,17222,White
2015,Mazda ,Mazda CX-5,16577,Brown
2015,Ford ,Ford Focus,16577,Brown
2015,Peugeot ,Peugeot 308,15472,Purple
2015,BMW ,BMW X3,14643,Purple
2015,BMW ,BMW 3-serie,14183,Orange
2015,Kia ,Kia Sportage,12986,White
2015,Volkswagen ,Volkswagen Polo,12801,White
2015,Mercedes-Benz ,Mercedes-Benz C-klasse,12249,Yellow
2015,Ford ,Ford Fiesta,11512,Pink
2015,Ford ,Ford Kuga,10959,Yellow
2015,BMW ,BMW i3,10038,White
2015,Hyundai ,Hyundai i20,9762,Purple
2015,Toyota ,Toyota Prius,9117,Orange
2015,Toyota ,Toyota Avensis,9025,Brown
2015,Mercedes-Benz ,Mercedes-Benz B-klasse,8381,Brown
2015,Volvo ,Volvo V60,6446,Blue
2015,Ford ,Ford S-Max,5618,Gray
2015,Suzuki ,Suzuki Vitara,5525,Brown
2015,Skoda ,Skoda Superb,5065,Green
2015,BMW ,BMW X1,4420,White
2015,Opel ,Opel Astra,2855,Blue
2015,BMW ,BMW X5,2670,Orange
2015,Volkswagen ,Volkswagen Golf,146898,Purple
2015,Toyota ,Toyota Auris,46878,Orange
2015,Skoda ,Skoda Octavia,42365,Purple
2015,Mazda ,Mazda CX-5,32695,Pink
2015,Volkswagen ,Volkswagen Passat,32603,Black
2015,Toyota ,Toyota Yaris,30392,Black
2015,Audi ,Audi A3,30116,Orange
2015,Toyota ,Toyota Rav4,27814,Black
2015,Mitsubishi ,Mitsubishi Outlander,25787,Black
2015,Tesla ,Tesla Model S,21182,Brown
2015,Volvo ,Volvo V70,20353,Blue
2015,Ford ,Ford Mondeo,20353,Purple
2015,Volkswagen ,Volkswagen up!,19340,Brown
2015,Ford ,Ford Focus,17775,Red
2015,Volvo ,Volvo V40,17406,Green
2015,Volkswagen ,Volkswagen Polo,16854,Black
2015,Peugeot ,Peugeot 308,16670,Purple
2015,Mercedes-Benz ,Mercedes-Benz B-klasse,16393,Blue
2015,Volvo ,Volvo XC60,16025,Purple
2015,Nissan ,Nissan Leaf,15380,White
2015,Mercedes-Benz ,Mercedes-Benz C-klasse,15288,Black
2015,BMW ,BMW X3,14459,Brown
2015,Renault ,Renault Zoe,14183,Brown
2015,Nissan ,Nissan Qashqai,13538,White
2015,Kia ,Kia Sportage,12617,Red
2015,Volvo ,Volvo V60,11788,Brown
2015,BMW ,BMW i3,9394,Green
2015,Ford ,Ford Fiesta,8473,Pink
2015,BMW ,BMW 3-serie,8381,Gray
2015,Toyota ,Toyota Prius,6631,Red
2015,Ford ,Ford Kuga,6631,Orange
2015,Skoda ,Skoda Superb,5618,Green
2015,Suzuki ,Suzuki Vitara,5341,Purple
2015,BMW ,BMW 2-serie,4420,Pink
2015,Mercedes-Benz ,Mercedes-Benz E-klasse,4420,Blue
2015,BMW ,BMW X1,2947,Red
2015,Opel ,Opel Astra,2762,Gray
2015,Ford ,Ford S-Max,2670,Black
2015,Toyota ,Toyota Avensis,2302,Pink
2015,BMW ,BMW X5,2118,Purple
2015,Volkswagen ,Volkswagen Golf,121847,Gray
2015,Mitsubishi ,Mitsubishi Outlander,36747,Yellow
2015,Toyota ,Toyota Yaris,34168,Black
2015,Toyota ,Toyota Auris,32419,Yellow
2015,Tesla ,Tesla Model S,31866,Orange
2015,Skoda ,Skoda Octavia,30300,White
2015,Audi ,Audi A3,27906,Orange
2015,Toyota ,Toyota Rav4,27261,Brown
2015,Mazda ,Mazda CX-5,26340,Blue
2015,Volvo ,Volvo V70,25051,Black
2015,Ford ,Ford Focus,22288,Brown
2015,Volkswagen ,Volkswagen Passat,21735,Purple
2015,Ford ,Ford Mondeo,21367,Yellow
2015,Volvo ,Volvo V40,19432,Yellow
2015,Peugeot ,Peugeot 308,18051,Orange
2015,Nissan ,Nissan Qashqai,17314,Yellow
2015,Nissan ,Nissan Leaf,16209,Red
2015,Volvo ,Volvo XC60,13999,Black
2015,Mercedes-Benz ,Mercedes-Benz C-klasse,13262,Purple
2015,Volkswagen ,Volkswagen up!,11972,Blue
2015,Volkswagen ,Volkswagen Golf,149753,Brown
2015,Tesla ,Tesla Model S,52128,Yellow
2015,Mitsubishi ,Mitsubishi Outlander,44852,Brown
2015,Renault ,Renault Zoe,39694,Gray
2015,Toyota ,Toyota Yaris,34168,Yellow
2015,Toyota ,Toyota Rav4,33892,Yellow
2015,Skoda ,Skoda Octavia,32971,Brown
2015,Mazda ,Mazda CX-5,32971,Purple
2015,Toyota ,Toyota Auris,30945,Black
2015,Volkswagen ,Volkswagen Passat,28366,Blue
2015,Nissan ,Nissan Qashqai,28274,Black
2015,Audi ,Audi A3,26893,Green
2015,Volvo ,Volvo V70,26708,Brown
2015,Ford ,Ford Mondeo,20353,Pink
2015,Peugeot ,Peugeot 308,18696,Orange
2015,Nissan ,Nissan Leaf,17130,Purple
2015,Volkswagen ,Volkswagen up!,16577,Brown
2015,Ford ,Ford Focus,16025,White
2015,Volvo ,Volvo XC60,15104,Blue
2015,Mercedes-Benz ,Mercedes-Benz C-klasse,13078,Yellow
2015,Volkswagen ,Volkswagen Golf,142017,Blue
2015,Toyota ,Toyota Yaris,36931,Orange
2015,Nissan ,Nissan Qashqai,35458,White
2015,Toyota ,Toyota Rav4,35274,Gray
2015,Volkswagen ,Volkswagen Passat,32787,Pink
2015,Skoda ,Skoda Octavia,31590,White
2015,Audi ,Audi A3,29563,Pink
2015,Toyota ,Toyota Auris,27077,Brown
2015,Mercedes-Benz ,Mercedes-Benz B-klasse,24222,Purple
2015,Volvo ,Volvo V70,23116,White
2015,Mazda ,Mazda CX-5,22840,Gray
2015,Nissan ,Nissan Leaf,22011,Brown
2015,Tesla ,Tesla Model S,20446,Brown
2015,Ford ,Ford Mondeo,17775,Yellow
2015,Peugeot ,Peugeot 308,16025,White
2015,Ford ,Ford Focus,14459,Purple
2015,Mitsubishi ,Mitsubishi Outlander,11604,White
2015,Volvo ,Volvo XC60,10775,Orange
2015,Volkswagen ,Volkswagen up!,10499,Gray
2015,Renault ,Renault Zoe,2210,Yellow
2015,Volkswagen ,Volkswagen Golf,130228,Pink
2015,Toyota ,Toyota Auris,37944,Pink
2015,Skoda ,Skoda Octavia,34261,Green
2015,Toyota ,Toyota Yaris,31129,White
2015,Nissan ,Nissan Leaf,31129,Brown
2015,Toyota ,Toyota Rav4,28919,Orange
2015,Ford ,Ford Mondeo,27906,Pink
2015,Volkswagen ,Volkswagen Passat,22103,Orange
2015,Mazda ,Mazda CX-5,20722,Gray
2015,Tesla ,Tesla Model S,20261,Black
2015,Mercedes-Benz ,Mercedes-Benz B-klasse,20261,Black
2015,Nissan ,Nissan Qashqai,18235,Red
2015,Audi ,Audi A3,18235,Gray
2015,Volkswagen ,Volkswagen up!,17498,Pink
2015,Ford ,Ford Focus,16854,Orange
2015,Volvo ,Volvo V70,14920,Purple
2015,Peugeot ,Peugeot 308,13354,Orange
2015,Mercedes-Benz ,Mercedes-Benz C-klasse,11604,Green
2015,Volvo ,Volvo XC60,8749,Black
2015,Mitsubishi ,Mitsubishi Outlander,8104,Orange
2015,Volkswagen ,Volkswagen Golf,101493,Red
2015,Toyota ,Toyota Auris,49273,White
2015,Nissan ,Nissan Leaf,45312,Gray
2015,Toyota ,Toyota Yaris,33524,Blue
2015,Toyota ,Toyota Rav4,28919,Orange
2015,Skoda ,Skoda Octavia,28642,Red
2015,BMW ,BMW i3,24498,Black
2015,Mazda ,Mazda CX-5,23577,Blue
2015,Nissan ,Nissan Qashqai,22656,White
2015,Volvo ,Volvo V70,21919,Pink
2015,Mitsubishi ,Mitsubishi Outlander,20446,Blue
2015,Ford ,Ford Mondeo,17038,Blue
2015,Volkswagen ,Volkswagen Passat,16946,Purple
2015,Volkswagen ,Volkswagen up!,16577,Pink
2015,Volvo ,Volvo XC60,15564,Green
2015,Ford ,Ford Focus,15472,White
2015,Mercedes-Benz ,Mercedes-Benz B-klasse,14091,White
2015,Audi ,Audi A3,13630,Black
2015,Tesla ,Tesla Model S,11696,Black
2015,Peugeot ,Peugeot 308,10315,Purple
2015,Volkswagen ,Volkswagen Golf,125992,Orange
2015,Toyota ,Toyota Auris,52865,Brown
2015,Mitsubishi ,Mitsubishi Outlander,48536,Pink
2015,Skoda ,Skoda Octavia,35550,Purple
2015,Toyota ,Toyota Yaris,34905,Gray
2015,Nissan ,Nissan Leaf,32695,Green
2015,BMW ,BMW i3,30024,Purple
2015,Volvo ,Volvo V70,28919,Orange
2015,Volkswagen ,Volkswagen Passat,26340,Black
2015,Mazda ,Mazda CX-5,25879,Orange
2015,Toyota ,Toyota Rav4,21367,Red
2015,Nissan ,Nissan Qashqai,20446,Green
2015,Tesla ,Tesla Model S,18235,Orange
2015,Audi ,Audi A3,17683,Black
2015,Peugeot ,Peugeot 308,15656,Black
2015,Volvo ,Volvo XC60,15288,Black
2015,Ford ,Ford Mondeo,14367,Pink
2015,Ford ,Ford Focus,13814,Red
